state,district,year,season,crop,production_tonnes,rainfall_mm
Bihar,ARARIA,2006,Kharif,Jowar,24.0,1052.8
Bihar,ARARIA,2006,Kharif,Jute,332260.0,1052.8
Bihar,ARARIA,2006,Kharif,Maize,21676.0,1052.8
Bihar,ARARIA,2006,Kharif,Mesta,22190.0,1052.8
Bihar,ARARIA,2006,Kharif,Moong(Green Gram),553.0,1052.8
Bihar,ARARIA,2006,Kharif,Ragi,491.0,1052.8
Bihar,ARARIA,2006,Kharif,Sannhamp,734.0,1052.8
Bihar,ARARIA,2006,Kharif,Sesamum,9.0,1052.8
Bihar,ARARIA,2006,Kharif,Urad,200.0,1052.8
Bihar,ARARIA,2006,Rabi,Barley,59.0,1052.8
Bihar,ARARIA,2006,Rabi,Gram,498.0,1052.8
Bihar,ARARIA,2006,Rabi,Khesari,1983.0,1052.8
Bihar,ARARIA,2006,Rabi,Linseed,1388.0,1052.8
Bihar,ARARIA,2006,Rabi,Maize,2477.0,1052.8
Bihar,ARARIA,2006,Rabi,Masoor,1326.0,1052.8
Bihar,ARARIA,2006,Rabi,Peas & beans (Pulses),971.0,1052.8
Bihar,ARARIA,2006,Rabi,Rapeseed &Mustard,2436.0,1052.8
Bihar,ARARIA,2006,Rabi,Sunflower,4163.0,1052.8
Bihar,ARARIA,2006,Rabi,Wheat,40153.0,1052.8
Bihar,ARARIA,2006,Summer,Maize,38893.0,1052.8
Bihar,ARARIA,2006,Summer,Moong(Green Gram),4074.0,1052.8
Bihar,ARARIA,2006,Summer,Rice,23189.0,1052.8
Bihar,ARARIA,2006,Winter,Rice,88707.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Arhar/Tur,2252.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Maize,935.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Moong(Green Gram),12.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Ragi,11.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Sannhamp,1.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Sesamum,18.0,1052.8
Bihar,AURANGABAD,2006,Kharif,Urad,2.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Barley,1250.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Gram,7144.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Khesari,12699.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Linseed,4510.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Maize,25.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Masoor,12451.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Peas & beans (Pulses),1110.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Rapeseed &Mustard,695.0,1052.8
Bihar,AURANGABAD,2006,Rabi,Wheat,124774.0,1052.8
Bihar,AURANGABAD,2006,Summer,Maize,39.0,1052.8
Bihar,AURANGABAD,2006,Summer,Moong(Green Gram),8.0,1052.8
Bihar,AURANGABAD,2006,Winter,Rice,444650.0,1052.8
Bihar,BANKA,2006,Kharif,Arhar/Tur,1725.0,1052.8
Bihar,BANKA,2006,Kharif,Maize,8940.0,1052.8
Bihar,BANKA,2006,Kharif,Mesta,1587.0,1052.8
Bihar,BANKA,2006,Kharif,Moong(Green Gram),540.0,1052.8
Bihar,BANKA,2006,Kharif,Sannhamp,879.0,1052.8
Bihar,BANKA,2006,Kharif,Urad,5118.0,1052.8
Bihar,BANKA,2006,Rabi,Barley,10.0,1052.8
Bihar,BANKA,2006,Rabi,Gram,3072.0,1052.8
Bihar,BANKA,2006,Rabi,Khesari,412.0,1052.8
Bihar,BANKA,2006,Rabi,Linseed,779.0,1052.8
Bihar,BANKA,2006,Rabi,Maize,7726.0,1052.8
Bihar,BANKA,2006,Rabi,Masoor,1971.0,1052.8
Bihar,BANKA,2006,Rabi,Peas & beans (Pulses),76.0,1052.8
Bihar,BANKA,2006,Rabi,Rapeseed &Mustard,1259.0,1052.8
Bihar,BANKA,2006,Rabi,Wheat,53142.0,1052.8
Bihar,BANKA,2006,Summer,Maize,13113.0,1052.8
Bihar,BANKA,2006,Summer,Moong(Green Gram),768.0,1052.8
Bihar,BANKA,2006,Winter,Rice,258065.0,1052.8
Bihar,BEGUSARAI,2006,Autumn,Rice,4432.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Arhar/Tur,1205.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Jowar,25.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Jute,31.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Maize,51721.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Mesta,828.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Moong(Green Gram),82.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Ragi,36.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Sannhamp,40.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Sesamum,51.0,1052.8
Bihar,BEGUSARAI,2006,Kharif,Urad,888.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Barley,41.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Gram,38.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Khesari,206.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Linseed,8.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Maize,68175.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Masoor,658.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Peas & beans (Pulses),954.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Rapeseed &Mustard,7079.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Sunflower,176.0,1052.8
Bihar,BEGUSARAI,2006,Rabi,Wheat,114505.0,1052.8
Bihar,BEGUSARAI,2006,Summer,Maize,11863.0,1052.8
Bihar,BEGUSARAI,2006,Summer,Moong(Green Gram),287.0,1052.8
Bihar,BEGUSARAI,2006,Summer,Rice,407.0,1052.8
Bihar,BEGUSARAI,2006,Winter,Rice,29080.0,1052.8
Bihar,BHAGALPUR,2006,Autumn,Rice,1560.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Arhar/Tur,968.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Jowar,7.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Maize,35553.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Mesta,162.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Moong(Green Gram),100.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Sannhamp,177.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Sesamum,9.0,1052.8
Bihar,BHAGALPUR,2006,Kharif,Urad,2099.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Barley,1739.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Gram,2113.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Khesari,1814.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Linseed,694.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Maize,42691.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Masoor,1748.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Peas & beans (Pulses),1334.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Rapeseed &Mustard,1916.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Sunflower,759.0,1052.8
Bihar,BHAGALPUR,2006,Rabi,Wheat,73965.0,1052.8
Bihar,BHAGALPUR,2006,Summer,Maize,26655.0,1052.8
Bihar,BHAGALPUR,2006,Summer,Moong(Green Gram),227.0,1052.8
Bihar,BHAGALPUR,2006,Summer,Rice,488.0,1052.8
Bihar,BHAGALPUR,2006,Winter,Rice,112180.0,1052.8
Bihar,BHOJPUR,2006,Autumn,Rice,585.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Arhar/Tur,2441.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Bajra,583.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Jowar,750.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Maize,4497.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Mesta,85.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Moong(Green Gram),29.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Ragi,15.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Sannhamp,1.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Sesamum,101.0,1052.8
Bihar,BHOJPUR,2006,Kharif,Urad,38.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Barley,1815.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Gram,3845.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Khesari,6815.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Linseed,500.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Maize,119.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Masoor,5825.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Peas & beans (Pulses),1354.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Rapeseed &Mustard,1141.0,1052.8
Bihar,BHOJPUR,2006,Rabi,Wheat,190165.0,1052.8
Bihar,BHOJPUR,2006,Summer,Maize,2386.0,1052.8
Bihar,BHOJPUR,2006,Summer,Moong(Green Gram),15.0,1052.8
Bihar,BHOJPUR,2006,Summer,Rice,99.0,1052.8
Bihar,BHOJPUR,2006,Winter,Rice,226118.0,1052.8
Bihar,BUXAR,2006,Autumn,Rice,75.0,1052.8
Bihar,BUXAR,2006,Kharif,Arhar/Tur,422.0,1052.8
Bihar,BUXAR,2006,Kharif,Bajra,3361.0,1052.8
Bihar,BUXAR,2006,Kharif,Jowar,1937.0,1052.8
Bihar,BUXAR,2006,Kharif,Maize,4408.0,1052.8
Bihar,BUXAR,2006,Kharif,Moong(Green Gram),30.0,1052.8
Bihar,BUXAR,2006,Kharif,Ragi,10.0,1052.8
Bihar,BUXAR,2006,Kharif,Sannhamp,2.0,1052.8
Bihar,BUXAR,2006,Kharif,Urad,231.0,1052.8
Bihar,BUXAR,2006,Rabi,Barley,1546.0,1052.8
Bihar,BUXAR,2006,Rabi,Gram,1200.0,1052.8
Bihar,BUXAR,2006,Rabi,Khesari,3054.0,1052.8
Bihar,BUXAR,2006,Rabi,Linseed,671.0,1052.8
Bihar,BUXAR,2006,Rabi,Maize,182.0,1052.8
Bihar,BUXAR,2006,Rabi,Masoor,4420.0,1052.8
Bihar,BUXAR,2006,Rabi,Peas & beans (Pulses),736.0,1052.8
Bihar,BUXAR,2006,Rabi,Rapeseed &Mustard,845.0,1052.8
Bihar,BUXAR,2006,Rabi,Wheat,123162.0,1052.8
Bihar,BUXAR,2006,Summer,Maize,265.0,1052.8
Bihar,BUXAR,2006,Summer,Moong(Green Gram),8.0,1052.8
Bihar,BUXAR,2006,Winter,Rice,186996.0,1052.8
Bihar,DARBHANGA,2006,Autumn,Rice,25533.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Arhar/Tur,265.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Maize,3424.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Moong(Green Gram),322.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Ragi,1082.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Sesamum,1.0,1052.8
Bihar,DARBHANGA,2006,Kharif,Urad,31.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Barley,157.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Gram,57.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Khesari,551.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Linseed,100.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Maize,22424.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Masoor,2344.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Peas & beans (Pulses),248.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Rapeseed &Mustard,1390.0,1052.8
Bihar,DARBHANGA,2006,Rabi,Wheat,126518.0,1052.8
Bihar,DARBHANGA,2006,Summer,Maize,10519.0,1052.8
Bihar,DARBHANGA,2006,Summer,Moong(Green Gram),3916.0,1052.8
Bihar,DARBHANGA,2006,Summer,Rice,3875.0,1052.8
Bihar,DARBHANGA,2006,Winter,Rice,36021.0,1052.8
Bihar,GAYA,2006,Autumn,Rice,1158.0,1052.8
Bihar,GAYA,2006,Kharif,Arhar/Tur,2452.0,1052.8
Bihar,GAYA,2006,Kharif,Bajra,34.0,1052.8
Bihar,GAYA,2006,Kharif,Jowar,5.0,1052.8
Bihar,GAYA,2006,Kharif,Maize,6723.0,1052.8
Bihar,GAYA,2006,Kharif,Moong(Green Gram),248.0,1052.8
Bihar,GAYA,2006,Kharif,Ragi,260.0,1052.8
Bihar,GAYA,2006,Kharif,Sannhamp,110.0,1052.8
Bihar,GAYA,2006,Kharif,Sesamum,238.0,1052.8
Bihar,GAYA,2006,Kharif,Urad,284.0,1052.8
Bihar,GAYA,2006,Rabi,Barley,1175.0,1052.8
Bihar,GAYA,2006,Rabi,Gram,3149.0,1052.8
Bihar,GAYA,2006,Rabi,Khesari,1135.0,1052.8
Bihar,GAYA,2006,Rabi,Linseed,1635.0,1052.8
Bihar,GAYA,2006,Rabi,Maize,325.0,1052.8
Bihar,GAYA,2006,Rabi,Masoor,3452.0,1052.8
Bihar,GAYA,2006,Rabi,Peas & beans (Pulses),551.0,1052.8
Bihar,GAYA,2006,Rabi,Rapeseed &Mustard,480.0,1052.8
Bihar,GAYA,2006,Rabi,Sunflower,28.0,1052.8
Bihar,GAYA,2006,Rabi,Wheat,156981.0,1052.8
Bihar,GAYA,2006,Summer,Maize,4177.0,1052.8
Bihar,GAYA,2006,Summer,Moong(Green Gram),603.0,1052.8
Bihar,GAYA,2006,Summer,Rice,45.0,1052.8
Bihar,GAYA,2006,Winter,Rice,79414.0,1052.8
Bihar,GOPALGANJ,2006,Autumn,Rice,64795.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Arhar/Tur,1344.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Bajra,30.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Jowar,84.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Jute,20.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Maize,11414.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Mesta,111.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Ragi,73.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Sannhamp,40.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Sesamum,1.0,1052.8
Bihar,GOPALGANJ,2006,Kharif,Urad,69.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Barley,87.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Khesari,54.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Linseed,37.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Maize,11134.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Masoor,108.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Peas & beans (Pulses),676.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Rapeseed &Mustard,2383.0,1052.8
Bihar,GOPALGANJ,2006,Rabi,Wheat,208168.0,1052.8
Bihar,GOPALGANJ,2006,Summer,Maize,5611.0,1052.8
Bihar,GOPALGANJ,2006,Summer,Moong(Green Gram),578.0,1052.8
Bihar,GOPALGANJ,2006,Winter,Rice,25164.0,1052.8
Bihar,JAMUI,2006,Kharif,Arhar/Tur,185.0,1052.8
Bihar,JAMUI,2006,Kharif,Maize,4495.0,1052.8
Bihar,JAMUI,2006,Kharif,Moong(Green Gram),48.0,1052.8
Bihar,JAMUI,2006,Kharif,Ragi,15.0,1052.8
Bihar,JAMUI,2006,Kharif,Urad,1.0,1052.8
Bihar,JAMUI,2006,Rabi,Barley,705.0,1052.8
Bihar,JAMUI,2006,Rabi,Gram,119.0,1052.8
Bihar,JAMUI,2006,Rabi,Khesari,478.0,1052.8
Bihar,JAMUI,2006,Rabi,Linseed,202.0,1052.8
Bihar,JAMUI,2006,Rabi,Maize,455.0,1052.8
Bihar,JAMUI,2006,Rabi,Masoor,234.0,1052.8
Bihar,JAMUI,2006,Rabi,Peas & beans (Pulses),21.0,1052.8
Bihar,JAMUI,2006,Rabi,Rapeseed &Mustard,165.0,1052.8
Bihar,JAMUI,2006,Rabi,Sunflower,3.0,1052.8
Bihar,JAMUI,2006,Rabi,Wheat,17647.0,1052.8
Bihar,JAMUI,2006,Summer,Maize,661.0,1052.8
Bihar,JAMUI,2006,Summer,Moong(Green Gram),66.0,1052.8
Bihar,JAMUI,2006,Winter,Rice,88727.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Arhar/Tur,466.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Jute,41.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Maize,959.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Mesta,34.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Moong(Green Gram),45.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Ragi,79.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Sannhamp,24.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Sesamum,42.0,1052.8
Bihar,JEHANABAD,2006,Kharif,Urad,60.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Barley,394.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Gram,2870.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Khesari,7992.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Linseed,216.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Maize,705.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Masoor,9203.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Peas & beans (Pulses),1724.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Rapeseed &Mustard,739.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Sunflower,67.0,1052.8
Bihar,JEHANABAD,2006,Rabi,Wheat,72142.0,1052.8
Bihar,JEHANABAD,2006,Summer,Maize,1403.0,1052.8
Bihar,JEHANABAD,2006,Summer,Moong(Green Gram),31.0,1052.8
Bihar,JEHANABAD,2006,Summer,Rice,9.0,1052.8
Bihar,JEHANABAD,2006,Winter,Rice,156034.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Arhar/Tur,2793.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Maize,470.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Moong(Green Gram),25.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Ragi,37.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Sesamum,164.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Kharif,Urad,92.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Barley,1400.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Gram,6435.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Khesari,1706.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Linseed,1905.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Masoor,3119.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Peas & beans (Pulses),984.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Rapeseed &Mustard,1832.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Rabi,Wheat,131927.0,1052.8
Bihar,KAIMUR (BHABUA),2006,Winter,Rice,310928.0,1052.8
Bihar,KATIHAR,2006,Autumn,Rice,7342.0,1052.8
Bihar,KATIHAR,2006,Kharif,Arhar/Tur,58.0,1052.8
Bihar,KATIHAR,2006,Kharif,Jute,375551.0,1052.8
Bihar,KATIHAR,2006,Kharif,Maize,21259.0,1052.8
Bihar,KATIHAR,2006,Kharif,Mesta,26592.0,1052.8
Bihar,KATIHAR,2006,Kharif,Moong(Green Gram),84.0,1052.8
Bihar,KATIHAR,2006,Kharif,Ragi,606.0,1052.8
Bihar,KATIHAR,2006,Kharif,Sannhamp,93.0,1052.8
Bihar,KATIHAR,2006,Kharif,Sesamum,11.0,1052.8
Bihar,KATIHAR,2006,Kharif,Urad,1203.0,1052.8
Bihar,KATIHAR,2006,Rabi,Barley,246.0,1052.8
Bihar,KATIHAR,2006,Rabi,Gram,119.0,1052.8
Bihar,KATIHAR,2006,Rabi,Khesari,414.0,1052.8
Bihar,KATIHAR,2006,Rabi,Linseed,352.0,1052.8
Bihar,KATIHAR,2006,Rabi,Maize,48931.0,1052.8
Bihar,KATIHAR,2006,Rabi,Masoor,623.0,1052.8
Bihar,KATIHAR,2006,Rabi,Peas & beans (Pulses),215.0,1052.8
Bihar,KATIHAR,2006,Rabi,Rapeseed &Mustard,2673.0,1052.8
Bihar,KATIHAR,2006,Rabi,Sunflower,2725.0,1052.8
Bihar,KATIHAR,2006,Rabi,Wheat,44389.0,1052.8
Bihar,KATIHAR,2006,Summer,Maize,71515.0,1052.8
Bihar,KATIHAR,2006,Summer,Moong(Green Gram),1436.0,1052.8
Bihar,KATIHAR,2006,Summer,Rice,47014.0,1052.8
Bihar,KATIHAR,2006,Winter,Rice,84543.0,1052.8
Bihar,KHAGARIA,2006,Autumn,Rice,7371.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Arhar/Tur,158.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Bajra,4.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Jute,10.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Maize,17810.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Moong(Green Gram),4.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Ragi,59.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Sannhamp,124.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Sesamum,1.0,1052.8
Bihar,KHAGARIA,2006,Kharif,Urad,3580.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Barley,1496.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Gram,186.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Khesari,571.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Linseed,25.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Maize,181926.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Masoor,545.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Peas & beans (Pulses),1172.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Rapeseed &Mustard,4851.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Sunflower,1362.0,1052.8
Bihar,KHAGARIA,2006,Rabi,Wheat,47665.0,1052.8
Bihar,KHAGARIA,2006,Summer,Maize,25139.0,1052.8
Bihar,KHAGARIA,2006,Summer,Moong(Green Gram),724.0,1052.8
Bihar,KHAGARIA,2006,Summer,Rice,396.0,1052.8
Bihar,KHAGARIA,2006,Winter,Rice,11365.0,1052.8
Bihar,KISHANGANJ,2006,Autumn,Rice,2219.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Arhar/Tur,73.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Jute,179507.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Maize,952.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Mesta,13569.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Moong(Green Gram),574.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Ragi,107.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Sesamum,251.0,1052.8
Bihar,KISHANGANJ,2006,Kharif,Urad,213.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Barley,2.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Gram,296.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Khesari,568.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Linseed,1510.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Maize,14135.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Masoor,689.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Peas & beans (Pulses),102.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Rapeseed &Mustard,1346.0,1052.8
Bihar,KISHANGANJ,2006,Rabi,Wheat,27904.0,1052.8
Bihar,KISHANGANJ,2006,Summer,Maize,1230.0,1052.8
Bihar,KISHANGANJ,2006,Summer,Moong(Green Gram),4622.0,1052.8
Bihar,KISHANGANJ,2006,Summer,Rice,14764.0,1052.8
Bihar,KISHANGANJ,2006,Winter,Rice,58612.0,1052.8
Bihar,LAKHISARAI,2006,Kharif,Arhar/Tur,286.0,1052.8
Bihar,LAKHISARAI,2006,Kharif,Maize,9496.0,1052.8
Bihar,LAKHISARAI,2006,Kharif,Sannhamp,2.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Barley,102.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Gram,1235.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Khesari,5748.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Linseed,62.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Maize,2673.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Masoor,6108.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Peas & beans (Pulses),288.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Rapeseed &Mustard,682.0,1052.8
Bihar,LAKHISARAI,2006,Rabi,Wheat,74091.0,1052.8
Bihar,LAKHISARAI,2006,Summer,Maize,34.0,1052.8
Bihar,LAKHISARAI,2006,Summer,Moong(Green Gram),6.0,1052.8
Bihar,LAKHISARAI,2006,Winter,Rice,56289.0,1052.8
Bihar,MADHEPURA,2006,Autumn,Rice,19775.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Arhar/Tur,76.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Jute,61029.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Maize,9840.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Mesta,18976.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Moong(Green Gram),210.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Ragi,529.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Sannhamp,13.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Sesamum,5.0,1052.8
Bihar,MADHEPURA,2006,Kharif,Urad,424.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Barley,4.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Khesari,1393.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Linseed,527.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Maize,47946.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Masoor,659.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Peas & beans (Pulses),853.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Rapeseed &Mustard,2343.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Sunflower,4323.0,1052.8
Bihar,MADHEPURA,2006,Rabi,Wheat,53177.0,1052.8
Bihar,MADHEPURA,2006,Summer,Maize,57051.0,1052.8
Bihar,MADHEPURA,2006,Summer,Moong(Green Gram),11016.0,1052.8
Bihar,MADHEPURA,2006,Summer,Rice,2822.0,1052.8
Bihar,MADHEPURA,2006,Winter,Rice,67092.0,1052.8
Bihar,MADHUBANI,2006,Autumn,Rice,29439.0,1052.8
Bihar,MADHUBANI,2006,Kharif,Arhar/Tur,589.0,1052.8
Bihar,MADHUBANI,2006,Kharif,Maize,1011.0,1052.8
Bihar,MADHUBANI,2006,Kharif,Mesta,111.0,1052.8
